player_id,name,team,position,shirt_number,dob,age,caps,intl_goals,club,league,provisional,market_value_eur
31688925-1f26-4d15-b246-bccfd295299e,Érick Sánchez,Mexico,MF,,1999-09-27,26.0,38,3.0,América,Liga MX,True,6000000.0
c6ff2042-8258-4b4f-88cd-b68deeffcd8b,Diego Lainez,Mexico,MF,,2000-06-09,26.0,33,3.0,UANL,Liga MX,True,7000000.0
83448fe7-6717-478e-b067-66db6de52b54,Érik Lira,Mexico,MF,,2000-05-08,26.0,23,0.0,Cruz Azul,Liga MX,True,12000000.0
ac684e6f-977b-4494-9fad-2c69912c672b,Marcel Ruiz,Mexico,MF,,2000-10-26,25.0,17,0.0,Toluca,Liga MX,True,10000000.0
57470a00-702c-4405-bdd6-2e3f107e5d69,Efraín Álvarez,Mexico,MF,,2002-06-19,23.0,7,1.0,Guadalajara,Liga MX,True,6500000.0
9b968456-07d6-4dea-83a6-b467fdbad45f,Brian Gutiérrez,Mexico,MF,,2003-06-17,22.0,6,2.0,Guadalajara,Liga MX,True,8000000.0
48479b97-64c6-4568-88c3-20a89cfec2c5,Gilberto Mora,Mexico,MF,,2008-10-14,17.0,6,0.0,Tijuana,Liga MX,True,10000000.0
bcdff58a-13e4-4256-93f3-415208464b12,Alexis Gutiérrez,Mexico,MF,,2001-02-26,25.0,5,0.0,América,Liga MX,True,4000000.0
6a4e8593-d87b-467f-a731-2e8d71a40a09,Obed Vargas,Mexico,MF,,2005-08-05,20.0,5,0.0,Atlético Madrid,La Liga,True,8000000.0
c5ef4ea4-4482-4cb9-a057-21605bf24924,Jesús Ricardo Angulo,Mexico,MF,,1997-02-20,29.0,3,1.0,Toluca,Liga MX,True,5000000.0
02ea1aed-11a4-41ad-b2d2-ee9ea806a703,Kevin Castañeda,Mexico,MF,,1999-10-28,26.0,3,0.0,Tijuana,Liga MX,True,6000000.0
82e18a4d-75f7-42bf-b26a-abd09361bebd,Jordán Carrillo,Mexico,MF,,2001-11-30,24.0,2,0.0,UNAM,Liga MX,True,8000000.0
9dea3f5f-4dc7-4147-a910-4b02023d96ff,Álvaro Fidalgo,Mexico,MF,,1997-04-09,29.0,2,0.0,Betis,La Liga,True,10000000.0
54d1a08c-ab52-441a-b116-6c8ffa9aca7b,Jorge Ruvalcaba,Mexico,MF,,2001-07-23,24.0,1,0.0,New York Red Bulls,MLS,True,5000000.0
45353d8e-9202-4258-a77c-a25d4829d12a,Alexéi Domínguez,Mexico,MF,,2005-01-03,21.0,0,0.0,Pachuca,Liga MX,True,6000000.0
cd623534-4efb-4c79-b9bf-b163d8f5a182,Jeremy Márquez,Mexico,MF,,2000-06-21,25.0,0,0.0,Cruz Azul,Liga MX,True,7000000.0
1888fe71-5d57-4763-a34e-9b9c49c1878e,Elías Montiel,Mexico,MF,,2005-10-07,20.0,0,0.0,Pachuca,Liga MX,True,6000000.0
fe560048-af8a-4131-bbcb-82cade069de6,Raúl Jiménez,Mexico,FW,,1991-05-05,35.0,123,44.0,Fulham,Premier League,True,4000000.0
44f8220e-d4c3-4372-8e0b-3889996e749d,Alexis Vega,Mexico,FW,,1997-11-25,28.0,50,7.0,Toluca,Liga MX,True,8000000.0
4c788a91-9e55-43e5-b299-2d73224bfc94,Santiago Giménez,Mexico,FW,,2001-04-18,25.0,46,6.0,Milan,Serie A,True,20000000.0
2775a589-9e97-43b7-a6a4-3df546ec87ef,César Huerta,Mexico,FW,,2000-12-03,25.0,25,3.0,Anderlecht,Belgian First Division A,True,5000000.0
5dd19629-4e33-4bd0-af07-5f8123df314c,Julián Quiñones,Mexico,FW,,1997-03-24,29.0,20,2.0,Al-Qadsiah,,True,12000000.0
ae5074e0-0545-4e16-8cd0-8d1b953b29b5,Guillermo Martínez,Mexico,FW,,1995-03-15,31.0,10,3.0,UNAM,Liga MX,True,1500000.0
2609ad78-c2ef-4cd5-b11e-55cee8dfd534,Germán Berterame,Mexico,FW,,1998-11-13,27.0,9,2.0,Inter Miami,MLS,True,12000000.0
68434390-8757-4797-9c19-92892afcc11a,Armando González,Mexico,FW,,2003-04-20,23.0,7,1.0,Guadalajara,Liga MX,True,15000000.0
314a9f54-a04b-48c9-adfe-e44dcd93075c,Kim Seung-gyu,South Korea,GK,,1990-09-30,35.0,85,0.0,FC Tokyo,J1 League,True,
4ad913b2-8222-4a23-b18a-3e8bd62bddb6,Jo Hyeon-woo,South Korea,GK,,1991-09-25,34.0,47,0.0,Ulsan HD,K League 1,True,
dd162419-365b-49ab-8671-765d37ac7531,Song Bum-keun,South Korea,GK,,1997-10-15,28.0,2,0.0,Jeonbuk Hyundai Motors,K League 1,True,
f6a4a616-c5e9-421d-9d2c-885082667ec1,Kim Min-jae,South Korea,DF,,1996-11-15,29.0,77,4.0,Bayern Munich,Bundesliga,True,
ddfa9880-4350-4cb6-a570-da47710e8089,Kim Moon-hwan,South Korea,DF,,1995-08-01,30.0,34,0.0,Daejeon Hana Citizen,K League 1,True,
d7696b76-8c09-4d15-8cad-19f0c9ea30ed,Seol Young-woo,South Korea,DF,,1998-12-05,27.0,32,0.0,Red Star Belgrade,Serbian SuperLiga,True,
392c6b0a-b5a8-44de-a4ba-bc6e40abcfa5,Cho Yu-min,South Korea,DF,,1996-11-17,29.0,18,0.0,Sharjah,UAE Pro League,True,
708137f9-5598-4bae-aba1-95d5f3b87455,Lee Tae-seok,South Korea,DF,,2002-07-28,23.0,14,1.0,Austria Wien,Austrian Football Bundesliga,True,
7616a285-63f1-41a7-87e6-76bbb2f9c3e5,Park Jin-seob,South Korea,DF,,1995-10-23,30.0,12,1.0,Zhejiang FC,Chinese Super League,True,
4c38d4be-e7e7-4bf8-b2d3-428c3330f364,Kim Tae-hyeon,South Korea,DF,,2000-09-17,25.0,7,0.0,Kashima Antlers,J1 League,True,
4a4da0d8-ca09-4510-ba6b-e3e6111e4e7d,Lee Han-beom,South Korea,DF,,2002-06-17,23.0,6,0.0,Midtjylland,Danish Superliga,True,
118d3687-4479-48a5-8b84-9e0ebc72a22c,Jens Castrop,South Korea,DF,,2003-07-29,22.0,5,0.0,Borussia Mönchengladbach,Bundesliga,True,10000000.0
4144325f-eed3-4ad7-a471-db8bf7e66bd0,Lee Ki-hyuk,South Korea,DF,,2000-07-07,25.0,1,0.0,Gangwon FC,K League 1,True,
597d2d62-7075-4823-bc9e-bb8aa3d12949,Lee Jae-sung,South Korea,MF,,1992-08-10,33.0,103,15.0,Mainz 05,Bundesliga,True,
02c4b404-938c-4b1b-a2f5-3dbe92f8d198,Hwang Hee-chan,South Korea,MF,,1996-01-26,30.0,77,16.0,Wolverhampton Wanderers,Premier League,True,
6e46759c-1f7f-41ad-bb31-a6746ca04650,Hwang In-beom,South Korea,MF,,1996-09-20,29.0,71,6.0,Feyenoord,Eredivisie,True,
2b7afa75-5177-4d8a-8c33-008276a5cef1,Lee Kang-in,South Korea,MF,,2001-02-19,25.0,46,11.0,Paris Saint-Germain,Ligue 1,True,
c6670373-7446-495b-970f-a5664bc3efb2,Paik Seung-ho,South Korea,MF,,1997-03-17,29.0,25,3.0,Birmingham City,Premier League,True,
66235bdb-5b1c-477c-b4e9-8080911bc358,Kim Jin-gyu,South Korea,MF,,1997-02-24,29.0,20,3.0,Jeonbuk Hyundai Motors,K League 1,True,
c977a95b-42c8-4d94-8300-b75a0cbf836a,Lee Dong-gyeong,South Korea,MF,,1997-09-20,28.0,16,3.0,Ulsan HD,K League 1,True,
14175bde-dd92-45dd-b032-f348dddfdeb0,Bae Jun-ho,South Korea,MF,,2003-08-21,22.0,12,2.0,Stoke City,Premier League,True,
a579304f-d234-4b24-8400-011d1f2b973d,Eom Ji-sung,South Korea,MF,,2002-05-09,24.0,8,2.0,Swansea City,,True,
2a49019c-eb57-42ef-b12b-866455e7c993,Yang Hyun-jun,South Korea,MF,,2002-05-25,24.0,8,0.0,Celtic,Scottish Premiership,True,
b4b9e527-bdb9-4330-98b0-2849ff7bf187,Son Heung-min,South Korea,FW,,1992-07-08,33.0,142,54.0,Los Angeles FC,MLS,True,
2071a849-06cb-484d-9c22-8e9f426d8854,Cho Gue-sung,South Korea,FW,,1998-01-25,28.0,42,10.0,Midtjylland,Danish Superliga,True,
19e199b9-8de0-4746-8b01-ec315e172026,Oh Hyeon-gyu,South Korea,FW,,2001-04-12,25.0,26,6.0,Beşiktaş,Süper Lig,True,
6072acce-54dd-4ebf-aac7-c10b0e6a9468,Matěj Kovář,Czech Republic,GK,,2000-05-17,26.0,19,0.0,PSV,Eredivisie,True,8000000.0
f192251d-0f71-47ac-bd5f-051256da4e27,Jindřich Staněk,Czech Republic,GK,,1996-04-27,30.0,14,0.0,Slavia Prague,Czech First League,True,2000000.0
fc8b9ba3-9710-4523-b4d6-98ca49806db6,Lukáš Horníček,Czech Republic,GK,,2002-07-13,23.0,0,0.0,Braga,Primeira Liga,True,18000000.0
9a6afdb7-2b14-4015-95ad-02d5814a82fb,Vladimír Coufal,Czech Republic,DF,,1992-08-22,33.0,61,2.0,TSG Hoffenheim,Bundesliga,True,2500000.0
d21d7b70-7229-4987-a664-00f68b9560f0,Tomáš Holeš,Czech Republic,DF,,1993-03-31,33.0,39,2.0,Slavia Prague,Czech First League,True,1000000.0
c6ef45a0-5e23-416c-b309-bbd101aca93e,Ladislav Krejčí,Czech Republic,DF,,1999-04-20,27.0,25,5.0,Wolverhampton Wanderers,Premier League,True,22000000.0
c085c9c1-3c87-458e-b156-dc8eb7ce7733,David Zima,Czech Republic,DF,,2000-11-08,25.0,24,1.0,Slavia Prague,Czech First League,True,7000000.0
2247c330-8b75-4ea5-948b-cd9d6c4db8fb,Jaroslav Zelený,Czech Republic,DF,,1992-08-20,33.0,21,0.0,Sparta Prague,Czech First League,True,600000.0
dc5ea9fd-1c82-46e3-91c6-852ec4877b6f,David Jurásek,Czech Republic,DF,,2000-08-07,25.0,16,1.0,Slavia Prague,Czech First League,True,5000000.0
99868b89-3a62-4bf5-b277-c9baea7dbff7,David Douděra,Czech Republic,DF,,1998-05-31,28.0,15,2.0,Slavia Prague,Czech First League,True,3500000.0
3249b4d2-1ce3-4cc5-a029-40d3526b707c,Robin Hranáč,Czech Republic,DF,,2000-01-29,26.0,12,1.0,TSG Hoffenheim,Bundesliga,True,10000000.0
bc1a9861-c55c-4d5f-b582-897f243edb4d,Štěpán Chaloupek,Czech Republic,DF,,2003-03-08,23.0,3,0.0,Slavia Prague,Czech First League,True,10000000.0
77806231-a73e-455b-b11b-9d490a1e4e63,Tomáš Souček,Czech Republic,MF,,1995-02-27,31.0,89,17.0,West Ham United,Premier League,True,12000000.0
86ae52b7-8f46-4d34-9bd2-11dba8e0bc43,Vladimír Darida,Czech Republic,MF,,1990-08-08,35.0,78,8.0,Hradec Králové,Czech First League,True,375000.0
ab51887a-8418-4988-8ea0-d68ee17d1142,Lukáš Provod,Czech Republic,MF,,1996-10-23,29.0,37,3.0,Slavia Prague,Czech First League,True,8000000.0
d3428945-9e89-4c84-b4a3-3011e88ddf10,Michal Sadílek,Czech Republic,MF,,1999-05-31,27.0,33,1.0,Slavia Prague,Czech First League,True,8000000.0
2c16dd70-fb8c-44a8-8ba6-245713db4bae,Pavel Šulc,Czech Republic,MF,,2000-12-29,25.0,20,5.0,Lyon,Ligue 1,True,20000000.0
334d2312-3bfe-451b-a0cc-d3c938f56274,Lukáš Červ,Czech Republic,MF,,2001-04-10,25.0,15,2.0,Viktoria Plzeň,Czech First League,True,6000000.0
3cdea0a6-8358-4c19-ad3b-6215a02ff488,Tomáš Ladra,Czech Republic,MF,,1997-05-24,29.0,1,0.0,Viktoria Plzeň,Czech First League,True,1300000.0
4dcb11e1-663a-4051-892c-c2323d62bf92,Pavel Bucha,Czech Republic,MF,,1998-03-11,28.0,0,0.0,Cincinnati,MLS,True,4000000.0
3372f31b-a95e-4916-bdda-ade20df2da55,Hugo Sochůrek,Czech Republic,MF,,2008-06-07,18.0,0,0.0,Sparta Prague,Czech First League,True,3500000.0
5aa109b5-4c7b-4b76-b222-822005f21087,Alexandr Sojka,Czech Republic,MF,,2003-04-02,23.0,0,0.0,Viktoria Plzeň,Czech First League,True,2300000.0
72103d4d-8612-426e-b50d-2d7123c3d7cb,Denis Višinský,Czech Republic,MF,,2003-03-21,23.0,0,0.0,Viktoria Plzeň,Czech First League,True,3000000.0
da756b15-394c-44a7-a1cd-c0dc0c9486ed,Patrik Schick,Czech Republic,FW,,1996-01-24,30.0,52,25.0,Bayer Leverkusen,Bundesliga,True,18000000.0
756792ca-9c8d-4e3d-aa94-62b66bfc2bc3,Adam Hložek,Czech Republic,FW,,2002-07-25,23.0,41,4.0,TSG Hoffenheim,Bundesliga,True,10000000.0
da6578a7-760b-4353-82ea-2a862c6e6345,Jan Kuchta,Czech Republic,FW,,1997-01-08,29.0,30,3.0,Sparta Prague,Czech First League,True,2700000.0
e49d1d57-6e35-419c-9810-69e84a1556ea,Tomáš Chorý,Czech Republic,FW,,1995-01-26,31.0,21,6.0,Slavia Prague,Czech First League,True,2700000.0
ea01f24d-5965-4dd5-88a1-e48aaf1f1523,Mojmír Chytil,Czech Republic,FW,,1999-04-29,27.0,21,6.0,Slavia Prague,Czech First League,True,4000000.0
d5d0221a-37a5-4db5-ad97-3e4ecb79674b,Christophe Kabongo,Czech Republic,FW,,2003-08-27,22.0,0,0.0,Mladá Boleslav,Czech First League,True,750000.0
e71fee21-9748-4d1b-8c71-0b66ed9f8953,Gregor Kobel,Switzerland,GK,1.0,1997-12-06,28.0,20,0.0,Borussia Dortmund,Bundesliga,True,40000000.0
e0911775-a52b-4d6a-9a5b-0e52d7d07094,Yvon Mvogo,Switzerland,GK,12.0,1994-06-06,32.0,12,0.0,Lorient,Ligue 1,True,3000000.0
32b164a4-1f4b-4aa5-89cf-9e9541012951,Marvin Keller,Switzerland,GK,21.0,2002-07-03,23.0,0,0.0,Young Boys,Swiss Super League,True,7000000.0
50c429ec-995a-4cf4-8206-c1bd5d6a7300,Miro Muheim,Switzerland,DF,2.0,1998-03-24,28.0,8,0.0,Hamburger SV,Bundesliga,True,5000000.0
532ae05b-998e-4916-95e7-aaf4a9ba1f68,Silvan Widmer,Switzerland,DF,3.0,1993-03-05,33.0,58,5.0,Mainz 05,Bundesliga,True,800000.0
4c636c72-0c28-4387-adcf-e8800e4b1c1c,Nico Elvedi,Switzerland,DF,4.0,1996-09-30,29.0,65,3.0,Borussia Mönchengladbach,Bundesliga,True,8000000.0
0ebc99b3-588a-4d9e-8395-eda22ef7ac5e,Manuel Akanji,Switzerland,DF,5.0,1995-07-19,30.0,79,4.0,Inter Milan,Serie A,True,18000000.0
f301965f-7971-483d-bd56-025e0d23fd49,Ricardo Rodriguez,Switzerland,DF,13.0,1992-08-25,33.0,136,9.0,Betis,La Liga,True,1500000.0
6e16e193-9f90-43fb-b7cc-4575c506e7dc,Eray Cömert,Switzerland,DF,18.0,1998-02-04,28.0,20,0.0,Valencia,La Liga,True,2500000.0
9fc0023d-ee82-433f-9f08-d4baf256df33,Aurèle Amenda,Switzerland,DF,24.0,2003-07-31,22.0,6,0.0,Eintracht Frankfurt,Bundesliga,True,10000000.0
e2106eb7-e1ec-41da-a1ce-af1b877fbd67,Luca Jaquez,Switzerland,DF,25.0,2003-06-02,23.0,2,0.0,VfB Stuttgart,Bundesliga,True,10000000.0
5adf8329-1079-4ee0-b9df-0181aa897647,Denis Zakaria,Switzerland,MF,6.0,1996-11-20,29.0,63,3.0,Monaco,Ligue 1,True,25000000.0
ee0c817c-3730-47e0-ba25-6dd99aaee1e2,Remo Freuler,Switzerland,MF,8.0,1992-04-15,34.0,86,11.0,Bologna,Serie A,True,4000000.0
2c444453-e535-4a30-9291-32921932e6aa,Johan Manzambi,Switzerland,MF,9.0,2005-10-14,20.0,10,3.0,SC Freiburg,Bundesliga,True,50000000.0
97fee8b1-18a3-4ad3-b006-4ec9c1eb7e7d,Granit Xhaka,Switzerland,MF,10.0,1992-09-27,33.0,144,16.0,Sunderland,Premier League,True,10000000.0
f05f186d-42d3-4576-891c-bfa4da2c1712,Ardon Jashari,Switzerland,MF,14.0,2002-07-30,23.0,6,0.0,Milan,Serie A,True,30000000.0
643a328b-d8b3-4e8c-bd7a-9abecf37f6b9,Djibril Sow,Switzerland,MF,15.0,1997-02-06,29.0,50,0.0,Sevilla,La Liga,True,7500000.0
74fca3cb-9feb-4721-8359-234ad410e868,Christian Fassnacht,Switzerland,MF,16.0,1993-11-11,32.0,21,4.0,Young Boys,Swiss Super League,True,2000000.0
6af61239-9728-46e6-8d7e-4461ba97bdde,Michel Aebischer,Switzerland,MF,20.0,1997-01-06,29.0,38,2.0,Pisa,Serie A,True,4500000.0
f62ee97e-bc65-437e-8990-23b431023b33,Fabian Rieder,Switzerland,MF,22.0,2002-02-16,24.0,27,1.0,FC Augsburg,Bundesliga,True,12000000.0
5949ce43-01b2-4ed1-a86c-336514dd8776,Breel Embolo,Switzerland,FW,7.0,1997-02-14,29.0,85,23.0,Rennes,Ligue 1,True,12000000.0
acff08e9-f72f-44b5-89f5-3ab872576c3c,Dan Ndoye,Switzerland,FW,11.0,2000-10-25,25.0,29,6.0,Nottingham Forest,Premier League,True,35000000.0
12b17d6f-28ad-4c1a-ab80-09cc6ec6b458,Rubén Vargas,Switzerland,FW,17.0,1998-08-05,27.0,60,11.0,Sevilla,La Liga,True,12000000.0
699603ad-00f1-4264-915a-e9240b4c5346,Noah Okafor,Switzerland,FW,19.0,2000-05-24,26.0,24,2.0,Leeds United,Premier League,True,18000000.0
5317a3ed-1138-43a5-babb-044a53d07384,Zeki Amdouni,Switzerland,FW,23.0,2000-12-04,25.0,27,11.0,Burnley,Premier League,True,9000000.0
ab36521e-9f4d-45ea-a7ad-dfe8192c4163,Cedric Itten,Switzerland,FW,26.0,1996-12-27,29.0,13,5.0,Fortuna Düsseldorf,Bundesliga,True,1800000.0
16dfa893-3c62-45f6-b478-ab392f3a0633,Meshaal Barsham,Qatar,GK,,1998-02-14,28.0,52,0.0,Al-Sadd,Qatar Stars League,True,700000.0
9725d8c0-8db9-4efa-9eee-ef1c332e220f,Salah Zakaria,Qatar,GK,,1999-04-24,27.0,8,0.0,Al-Duhail,Qatar Stars League,True,400000.0
18d21a54-73a7-4258-9339-2c5ae932bd74,Mahmud Abunada,Qatar,GK,,2000-02-05,26.0,3,0.0,Al-Rayyan,Qatar Stars League,True,400000.0
a81a7170-78a8-4313-9c01-05adf2db195a,Shehab Ellethy,Qatar,GK,,2000-04-18,26.0,1,0.0,Al-Shahaniya,Qatar Stars League,True,350000.0
cd050a49-50b2-4034-aaf7-22641d92c160,Boualem Khoukhi,Qatar,DF,,1990-07-09,35.0,114,20.0,Al-Sadd,Qatar Stars League,True,200000.0
c9a631a3-4918-4bbe-bef2-c7feaf260fd7,Pedro Miguel,Qatar,DF,,1990-08-06,35.0,97,3.0,Al-Sadd,Qatar Stars League,True,
6a8e4976-dc9f-4594-9c03-961dc4f403e9,Homam Ahmed,Qatar,DF,,1999-08-25,26.0,66,3.0,Cultural Leonesa,La Liga,True,500000.0
c4e4e2ad-71ff-453b-8473-f6a4ef1d5597,Lucas Mendes,Qatar,DF,,1990-07-03,35.0,24,1.0,Al-Wakrah,Qatar Stars League,True,350000.0
a0ed0d9b-e60c-44c8-9842-315c989346a2,Sultan Al-Brake,Qatar,DF,,1996-04-07,30.0,16,0.0,Al-Duhail,Qatar Stars League,True,300000.0
445610c7-0de2-4368-bda7-bbd2140ff86f,Al-Hashmi Al-Hussain,Qatar,DF,,2003-08-15,22.0,6,0.0,Al-Arabi,Qatar Stars League,True,250000.0
bb5f6eb3-5039-4c2c-a570-f9084fec148f,Ayoub Al-Oui,Qatar,DF,,2005-03-11,21.0,4,0.0,Al-Gharafa,Qatar Stars League,True,375000.0
6f2856ba-bc3f-4723-9d1c-76cbe1b5e3a4,Issa Laye,Qatar,DF,,1997-12-22,28.0,2,0.0,Al-Arabi,Qatar Stars League,True,200000.0
cb7b85b3-dc9c-453f-806e-04ab3aaed0b6,Rayyan Al-Ali,Qatar,DF,,2006-03-26,20.0,0,0.0,Al-Gharafa,Qatar Stars League,True,
5b42934f-e106-4c0c-9278-9c00d113d48d,Abdulaziz Hatem,Qatar,MF,,1990-10-28,35.0,116,11.0,Al-Rayyan,Qatar Stars League,True,250000.0
d00d3fd8-9132-401c-8065-dd71fa3cd76a,Karim Boudiaf,Qatar,MF,,1990-09-16,35.0,116,5.0,Al-Duhail,Qatar Stars League,True,175000.0
11cb878f-85fd-4ba8-a173-000ce08f8e88,Assim Madibo,Qatar,MF,,1996-10-22,29.0,49,0.0,Al-Wakrah,Qatar Stars League,True,350000.0
d7d675d2-09b8-47a0-9adb-76dcd507d380,Ahmed Fathy,Qatar,MF,,1993-01-25,33.0,46,0.0,Al-Arabi,Qatar Stars League,True,
de73ed40-6881-406c-8446-90aaa7229095,Jassem Gaber,Qatar,MF,,2002-02-20,24.0,31,1.0,Al-Rayyan,Qatar Stars League,True,500000.0
36307b5d-37c6-4518-932c-a05cd4efffb5,Mohamed Al-Mannai,Qatar,MF,,2003-10-30,22.0,8,0.0,Al-Shamal,Qatar Stars League,True,500000.0
68d528fe-bffc-40a9-b72a-ca12246a1b9c,Tahsin Jamshid,Qatar,MF,,2006-06-16,19.0,1,0.0,Al-Duhail,Qatar Stars League,True,
1f5defbe-0fe3-4c8e-bce0-af293d3ccd0d,Hassan Al-Haydos,Qatar,FW,,1990-12-11,35.0,184,41.0,Al-Sadd,Qatar Stars League,True,
d9341107-402f-4593-9fc0-f94e4fae0922,Akram Afif,Qatar,FW,,1996-11-18,29.0,123,39.0,Al-Sadd,Qatar Stars League,True,8000000.0
277aec62-3c60-4745-9b5a-2088023a9242,Almoez Ali,Qatar,FW,,1996-08-19,29.0,114,,Al-Duhail,Qatar Stars League,True,2500000.0
cb8ef32e-b7c3-48a4-9250-93cca40ce4c8,Mohammed Muntari,Qatar,FW,,1993-12-20,32.0,67,16.0,Al-Gharafa,Qatar Stars League,True,200000.0
413ee58f-9ff2-4e24-a1f4-112a1df44abc,Ahmed Alaaeldin,Qatar,FW,,1993-01-31,33.0,66,9.0,Al-Rayyan,Qatar Stars League,True,300000.0
08846c34-35f2-4187-b0db-2b0475d6d24a,Yusuf Abdurisag,Qatar,FW,,1999-08-06,26.0,37,3.0,Al-Wakrah,Qatar Stars League,True,275000.0
c761a770-e02d-4225-bd8d-1e00593e54ac,Edmilson Junior,Qatar,FW,,1994-08-19,31.0,14,0.0,Al-Duhail,Qatar Stars League,True,1800000.0
7e0050fc-dc4a-489c-847b-abc44b5fb1ab,Ahmed Al-Ganehi,Qatar,FW,,2000-09-22,25.0,13,1.0,Al-Gharafa,Qatar Stars League,True,500000.0
6a523d0b-79c6-415e-a1a0-5300417f0a28,Nikola Vasilj,Bosnia and Herzegovina,GK,,1995-12-02,30.0,25,0.0,FC St. Pauli,Bundesliga,True,4500000.0
6274dd26-60a6-404f-8702-3c7d9036ac74,Martin Zlomislić,Bosnia and Herzegovina,GK,,1998-08-16,27.0,2,0.0,Rijeka,HNL,True,2000000.0
22842a0a-8fc1-47aa-83e8-ae4a87ac5d52,Osman Hadžikić,Bosnia and Herzegovina,GK,,1996-03-12,30.0,0,0.0,Slaven Belupo,HNL,True,400000.0
